id,sourceUrl,sourceTitle,jobTitle,socCode,numberOfOpenings,sponsorName,unionName,locationSummary,regions,recruitmentStartDate,recruitmentEndDate,applicationStartDate,applicationEndDate,applicationMethods,applicationSummary,applicationWebsite,applicationEmail,applicationPhone,applicationInPersonAddress,applicationMailingAddress,applicationHours,applicationLimit,applicationLimitDetails,applicationFee,applicationFeeDetails,ageRequirement,educationRequirement,residencyRequirement,transportationRequirement,drugTestRequirement,classRequirement,allRequirements,requirementsSummary,contactName,contactPhone,contactEmail,contactWebsite,contactSummary
high-rise-concrete-carpenters-jatc-new-york-city-1-carpenter-apprentice,https://dol.ny.gov/news/high-rise-concrete-carpenters-jatc-new-york-city-1,High Rise Concrete Carpenters JATC of New York City,Carpenter Apprentice,47-2031.00,15,Joint Apprenticeship and Training Committee for the High Rise Concrete Carpenters of New York City,,"New York City, NY","[""New York City""]",2026-02-11,2027-02-10,2026-02-11,2027-02-10,"[""information_session_required"", ""online_application""]","Attend an in-person information session at the NYCDCC Training Center to receive a passcode, then complete and submit the application online within 60 days of the session date.",https://www.nyccarpenterstrainingcenter.org,,,"New York City District Council of Carpenters Training Center (NYCDCC Training Center), 395 Hudson Street (Clarkson Street entrance), New York, New York",,"Information sessions are held on the second Wednesday of each month, excluding December and January, from 9:00 AM to 10:00 AM. No admittance after 9:00 AM.",,"Spaces are limited and filled on a first-come, first-served basis. Applicants may apply for only one trade, and completed applications must be received within 60 days of the information session.",,,Must be at least 17 years old when entering the apprenticeship program.,Must have a high school diploma or a high school equivalency diploma such as GED or TASC. Proof is required after selection and before enrollment.,,"Must be able to travel to off-site training and be financially responsible for certain costs if the apprentice cancels, fails to show up, or fails to complete the program.","Must pass a substance abuse screening within 48 hours of selection, at the sponsor’s expense, and sign the apprentice drug testing policy covering pre-enrollment, random, for-cause, and post-accident testing.",Must attend an in-person information session before applying and may be required to travel to off-site training.,"[""Must sign in during the in-person information session; failure to sign in will disqualify the applicant."", ""Must attend an in-person information session at the NYCDCC Training Center before applying."", ""Will receive a passcode at the end of the information session to access the online application."", ""Completed applications must be submitted and received through the website portal within 60 days of the information session."", ""Applicants may only apply for one trade."", ""Applications will remain on file for two years; after two years the application is considered expired and the applicant must reapply."", ""Applications that meet all requirements will be scheduled for an interview at a future date."", ""Applicants are only allowed one interview."", ""Applicants who do not arrive on time to their scheduled interview will be disqualified."", ""Applicants will be provided an instruction sheet and a list of original documents required if they are accepted into the program."", ""Must be at least 17 years old when entering the apprenticeship program."", ""Must have a high school diploma or a high school equivalency diploma such as GED or TASC; proof required after selection and before enrollment."", ""Must be physically able to perform the work of the trade without posing a direct threat to the safety of themselves or others."", ""Must attest in writing that they are physically able to perform the work of a carpenter, including working on scaffolds and in confined spaces; working in inclement weather; performing constant repetitive motions; climbing and working from heights; lifting at least 50 pounds; and standing and stooping for prolonged periods."", ""Must pass a substance abuse screening, at the sponsor’s expense, within 48 hours of selection and before enrollment."", ""Must agree to and sign an Apprentice drug Testing policy with pre-enrollment, random, for-cause, and post-accident testing."", ""Must provide proof of any trade-related experience, certification, or education after selection and before enrollment."", ""Must agree to and sign an Apprentice Handbook, which is subject to change at any time."", ""Must travel to off-site training and agree to be financially responsible for certain costs if the apprentice cancels, fails to show up, or fails to successfully complete the program."", ""Must be able to read, hear, and understand written and verbal instructions and warnings in English."", ""Must be a U.S. citizen or have the legal right to work in the United States; proof required after selection and before enrollment."", ""Must provide a DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and before enrollment.""]","Applicants must be at least 17, have a high school diploma or equivalent, be physically able to do the work, and pass drug screening. They must also attend an in-person information session, apply online, and meet interview and document requirements.",High Rise Concrete Carpenters of New York City,(212) 727-2224 Ext. “Admissions”,,https://www.nyccarpenterstrainingcenter.org,"For further information, contact High Rise Concrete Carpenters of New York City at (212) 727-2224 Ext. “Admissions” when calling the training center."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-bricklayer-mason-and-plasterer-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,International Union of Bricklayers & Allied Craftsmen Local 3 NY (Ithaca Chapter),"Bricklayer, Mason, and Plasterer Apprentice",47-2021.00,15,"Joint Apprenticeship Committee for the International Union of Bricklayers & Allied Craftsmen (IUBAC), Local Union #3",IUBAC Local Union #3,"Whitney Point, NY area","[""Southern Tier""]",2026-01-08,2027-01-07,2026-01-08,2027-01-07,"[""online_application"", ""in_person_application""]",Obtain and submit applications online at www.bac3ny.com or in person at the JAC Training Center in Whitney Point during the recruitment period.,https://www.bac3ny.com,,,"JAC for the IUBAC, Local Union #3 Training Center, 4 Railroad Street, Whitney Point, NY 13862",,"Mondays only, 9:00 a.m.-12:00 p.m. and 1:00 p.m.-3:00 p.m., excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma such as GED or TASC.,,Must have reliable transportation to and from various job sites and required classes at the approved school.,,Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or high school equivalency diploma (such as TASC or GED)."", ""Must sign an affidavit stating that they are physically able to perform the work of these trades, including working with sharp objects and hazardous machinery, possible exposure to noise and respiratory irritants, prolonged standing and walking, repeated squatting and/or bending, working indoors and outdoors in all kinds of weather, working in confined spaces, lifting and moving heavy objects and equipment up to 50 pounds, and working on ladders and scaffolds exceeding 50 feet."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must be prepared to take a math and measurement computation test at the time of interview."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and prior to enrollment in apprenticeship.""]","Applicants must be at least 18, have a high school diploma or equivalency, have reliable transportation, and be prepared for a math and measurement test and a physical-ability affidavit.","JAC for the IUBAC, Local Union #3",(607) 786-8945,,,"Contact the JAC for the IUBAC, Local Union #3 at (607) 786-8945 for further information."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-cement-mason-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,International Union of Bricklayers & Allied Craftsmen Local 3 NY (Ithaca Chapter),Cement Mason Apprentice,47-2051.00,2,"Joint Apprenticeship Committee for the International Union of Bricklayers & Allied Craftsmen (IUBAC), Local Union #3",IUBAC Local Union #3,"Whitney Point, NY area","[""Southern Tier""]",2026-01-08,2027-01-07,2026-01-08,2027-01-07,"[""online_application"", ""in_person_application""]",Obtain and submit applications online at www.bac3ny.com or in person at the JAC Training Center in Whitney Point during the recruitment period.,https://www.bac3ny.com,,,"JAC for the IUBAC, Local Union #3 Training Center, 4 Railroad Street, Whitney Point, NY 13862",,"Mondays only, 9:00 a.m.-12:00 p.m. and 1:00 p.m.-3:00 p.m., excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma such as GED or TASC.,,Must have reliable transportation to and from various job sites and required classes at the approved school.,,Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or high school equivalency diploma (such as TASC or GED)."", ""Must sign an affidavit stating that they are physically able to perform the work of these trades, including working with sharp objects and hazardous machinery, possible exposure to noise and respiratory irritants, prolonged standing and walking, repeated squatting and/or bending, working indoors and outdoors in all kinds of weather, working in confined spaces, lifting and moving heavy objects and equipment up to 50 pounds, and working on ladders and scaffolds exceeding 50 feet."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must be prepared to take a math and measurement computation test at the time of interview."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and prior to enrollment in apprenticeship.""]","Applicants must be at least 18, have a high school diploma or equivalency, have reliable transportation, and be prepared for a math and measurement test and a physical-ability affidavit.","JAC for the IUBAC, Local Union #3",(607) 786-8945,,,"Contact the JAC for the IUBAC, Local Union #3 at (607) 786-8945 for further information."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-pointer-caulker-and-cleaner-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,International Union of Bricklayers & Allied Craftsmen Local 3 NY (Ithaca Chapter),"Pointer, Caulker, and Cleaner Apprentice",47-2061.00,5,"Joint Apprenticeship Committee for the International Union of Bricklayers & Allied Craftsmen (IUBAC), Local Union #3",IUBAC Local Union #3,"Whitney Point, NY area","[""Southern Tier""]",2026-01-08,2027-01-07,2026-01-08,2027-01-07,"[""online_application"", ""in_person_application""]",Obtain and submit applications online at www.bac3ny.com or in person at the JAC Training Center in Whitney Point during the recruitment period.,https://www.bac3ny.com,,,"JAC for the IUBAC, Local Union #3 Training Center, 4 Railroad Street, Whitney Point, NY 13862",,"Mondays only, 9:00 a.m.-12:00 p.m. and 1:00 p.m.-3:00 p.m., excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma such as GED or TASC.,,Must have reliable transportation to and from various job sites and required classes at the approved school.,,Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or high school equivalency diploma (such as TASC or GED)."", ""Must sign an affidavit stating that they are physically able to perform the work of these trades, including working with sharp objects and hazardous machinery, possible exposure to noise and respiratory irritants, prolonged standing and walking, repeated squatting and/or bending, working indoors and outdoors in all kinds of weather, working in confined spaces, lifting and moving heavy objects and equipment up to 50 pounds, and working on ladders and scaffolds exceeding 50 feet."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must be prepared to take a math and measurement computation test at the time of interview."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and prior to enrollment in apprenticeship.""]","Applicants must be at least 18, have a high school diploma or equivalency, have reliable transportation, and be prepared for a math and measurement test and a physical-ability affidavit.","JAC for the IUBAC, Local Union #3",(607) 786-8945,,,"Contact the JAC for the IUBAC, Local Union #3 at (607) 786-8945 for further information."
international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0-tile-setter-apprentice,https://dol.ny.gov/news/international-union-bricklayers-allied-craftsmen-local-3-ny-ithaca-chapter-0,International Union of Bricklayers & Allied Craftsmen Local 3 NY (Ithaca Chapter),Tile Setter Apprentice,47-2044.00,1,"Joint Apprenticeship Committee for the International Union of Bricklayers & Allied Craftsmen (IUBAC), Local Union #3",IUBAC Local Union #3,"Whitney Point, NY area","[""Southern Tier""]",2026-01-08,2027-01-07,2026-01-08,2027-01-07,"[""online_application"", ""in_person_application""]",Obtain and submit applications online at www.bac3ny.com or in person at the JAC Training Center in Whitney Point during the recruitment period.,https://www.bac3ny.com,,,"JAC for the IUBAC, Local Union #3 Training Center, 4 Railroad Street, Whitney Point, NY 13862",,"Mondays only, 9:00 a.m.-12:00 p.m. and 1:00 p.m.-3:00 p.m., excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma such as GED or TASC.,,Must have reliable transportation to and from various job sites and required classes at the approved school.,,Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or high school equivalency diploma (such as TASC or GED)."", ""Must sign an affidavit stating that they are physically able to perform the work of these trades, including working with sharp objects and hazardous machinery, possible exposure to noise and respiratory irritants, prolonged standing and walking, repeated squatting and/or bending, working indoors and outdoors in all kinds of weather, working in confined spaces, lifting and moving heavy objects and equipment up to 50 pounds, and working on ladders and scaffolds exceeding 50 feet."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school."", ""Must be prepared to take a math and measurement computation test at the time of interview."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and prior to enrollment in apprenticeship.""]","Applicants must be at least 18, have a high school diploma or equivalency, have reliable transportation, and be prepared for a math and measurement test and a physical-ability affidavit.","JAC for the IUBAC, Local Union #3",(607) 786-8945,,,"Contact the JAC for the IUBAC, Local Union #3 at (607) 786-8945 for further information."
international-union-operating-engineers-local-union-138-operating-engineer-heavy-equipment-apprentice,https://dol.ny.gov/news/international-union-operating-engineers-local-union-138,International Union of Operating Engineers Local Union #138,Operating Engineer (Heavy Equipment) Apprentice,47-2073.00,5,"Joint Apprenticeship and Training Committee (JATC) for Operating Engineers, Local Union #138",Local Union #138,"Long Island, NY; applications available in Farmingdale","[""Long Island""]",2026-09-14,2026-09-25,2026-09-14,2026-10-02,"[""in_person_application"", ""mail_application""]","Pick up applications at the Union Hall in Farmingdale during recruitment hours, then return the completed application by certified mail, return receipt requested, to the JATC attention Mr. Stephen Barnett. Applications must be received by October 2, 2026.",,,,"Union Hall, 137 Gazza Boulevard, Farmingdale, New York 11735",,"9:00 a.m. to 12:00 p.m., Monday through Friday, excluding legal holidays, during the recruitment period.",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma (such as TASC or GED) and one year of high school algebra.,"Must be a resident of Nassau County or Suffolk County, as shown by the address on the application.",Must have a valid New York State driver’s license to drive company vehicles and reliable transportation to and from work and required classes at the approved school.,Must be willing to submit to and pass a drug test at the expense of the JATC after selection and before enrollment.,Must have reliable transportation to required classes at the approved school.,"[""Must be at least 18 years old; proof will be required after selection and before enrollment."", ""Must have a high school diploma or high school equivalency diploma (such as TASC or GED)."", ""Must have one year of high school algebra."", ""Must properly submit an application."", ""Applicants will be contacted to take the Wonderlic Select aptitude test."", ""Applicants who score 80% or higher on the Wonderlic Select aptitude test, or the top 100 candidates, whichever is lesser, will be offered an interview with the training committee."", ""Must be a resident of Nassau County or Suffolk County, as shown by the address on the application."", ""Must provide proof of residence after selection and before enrollment; two items are required other than a driver’s license or car registration."", ""Must sign an affidavit attesting that they are physically able to perform the work of an Operating Engineer."", ""Work may include working with hand and power tools."", ""Work may include climbing up onto and down from heavy equipment."", ""Work may include working outdoors in extreme temperatures and weather conditions."", ""Work may include lifting and moving heavy tools and equipment."", ""Work may include reading, hearing, and understanding instructions and warnings."", ""Must have a valid NYS driver’s license to drive company vehicles."", ""Must have reliable transportation to and from work and required classes at the approved school."", ""Must submit a copy of a valid photo identification after selection and before enrollment."", ""Must provide three personal reference letters after selection and before enrollment."", ""Must be willing to submit to and pass a drug test at the expense of the JATC after selection and before enrollment."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and before enrollment."", ""Applications can be obtained at the Union Hall only during the recruitment period, between 9:00 a.m. and 12:00 p.m., Monday through Friday, excluding legal holidays."", ""All applications must be returned via the U.S. Postal Service using certified mail, return receipt requested."", ""All applications must be received no later than October 2, 2026.""]","Applicants must be at least 18, have a high school diploma or equivalency plus algebra, live in Nassau or Suffolk County, have a valid NYS driver’s license and reliable transportation, and pass an aptitude test, interview, and drug test.","JATC for Operating Engineers, Local Union #138",(631) 286-8677,,,"Contact the JATC for Operating Engineers, Local Union #138 at (631) 286-8677 for further information."
iron-workers-local-union-6-ironworker-outside-apprentice,https://dol.ny.gov/news/iron-workers-local-union-6,Iron Workers Local Union 6,Ironworker (outside) Apprentice,47-2221.00,20,"Joint Apprenticeship and Training Committee for Ironworkers, Local Union #6",Local Union #6,"Finger Lakes, Southern Tier, and Western regions of New York","[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",2026-08-03,2027-07-31,2026-08-03,2027-07-31,"[""in_person_application""]","Apply in person at Ironworkers Local Union #6 in Buffalo, Monday through Friday from 9:00 a.m. to 3:00 p.m., excluding legal holidays, during the recruitment period. Applications must be completed on premises.",,,,"Local Union #6, 196 Orchard Park Road, Buffalo, NY 14224",,"Monday through Friday, 9:00 a.m. to 3:00 p.m., excluding legal holidays, during the recruitment period.",,,,,Must be at least 18 years old.,Must have a high school diploma or high school equivalency diploma such as TASC or GED.,"Must live within the jurisdiction of Local Union #6, including eligible parts of Erie, Cattaraugus, Genesee, Chautauqua, Allegany, Wyoming, and Steuben counties.",Must have a valid NYS driver’s license to drive company vehicles and reliable transportation to job sites and required classes at the approved school.,"Must pass a drug screening, at the sponsor’s expense, after selection and at the time of enrollment.",Must be able to attend required classes at the approved school.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma such as TASC or GED."", ""Must pass a drug screening, at the expense of the sponsor, after selection and at the time of enrollment."", ""Must be a U.S. citizen or authorized to work in the USA."", ""Must live within the jurisdiction of Local Union #6, including: Erie County - all of Erie County except the northern half of Grand Island; the boundary line is Whitehaven Road from East River to West River. Cattaraugus County - all of Cattaraugus County. Genesee County - townships of Alabama, Pembroke, Darien, Oakfield, Alexander, and Batavia (western half, excluding the City of Batavia). Chautauqua County - townships of Sheridan, Pomfret, Charlotte, Arkwright, Hanover, Villenova, Cherry Creek, Ellington, and Brocton. Allegany County - townships of Alfred, Allen, Almond, Andover, Centerville, Rushford, New Hudson, Cuba, Clarksville, Genesee, Hume, Caneadea, Belfast, Wirt, Friendship, Bolivar, Angelica, Amity, Scio, Wellsville, West Almond, Alma, Granger, Willing, and Independence. Wyoming County - townships of Bennington, Sheldon, Java, Arcade, Attica, Orangeville, Wethersfield, Eagle, Warsaw, Gainesville, Pike, and Genesee Falls. Steuben County - townships of Canisteo, Freemont, Greenwood, Hartsville, Hornell, Hornellsville, Howard, Jasper, Troupsburg, and West Union."", ""Must possess a valid NYS driver’s license in order to drive company vehicles."", ""Must have reliable transportation to and from various job sites and required classes at the approved school."", ""Must provide DD-214, Certificate of Release or Discharge from Active Duty, if applicable, after selection and prior to enrollment.""]","Applicants must be 18+, have a high school diploma or equivalent, be legally authorized to work in the U.S., live within the Local Union #6 jurisdiction, have a valid NYS driver’s license and reliable transportation, and pass a drug screen after selection.",Ironworkers Local Union #6,(716) 876-4744,,,Contact Ironworkers Local Union #6 for further information.
ironworkers-jac-syracuse-lu-60-0-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-jac-syracuse-lu-60-0,Ironworkers JAC of Syracuse LU #60,Ironworker (Outside) Apprentice,47-2221.00,20,Ironworkers JAC of Syracuse LU #60,Ironworkers Local Union #60,"Central, Finger Lakes, North Country, and Southern regions of New York State","[""Central New York"", ""Finger Lakes"", ""North Country"", ""Southern Tier""]",2026-04-29,2027-04-18,2026-04-29,2027-04-23,"[""online_application"", ""in_person_application""]","Obtain an application from JATC for Ironworkers Local Union #60 in Syracuse or from www.ironworkers60.org, complete it fully, and submit it by April 23, 2027. Two letters of recommendation are required.",https://www.ironworkers60.org,,,"JATC for Ironworkers Local Union #60, 500 West Genesee Street, Syracuse, NY 13204",,"9:00 a.m. to 4:00 p.m., Monday through Friday, excluding legal holidays, during the recruitment period",,,,,Must be at least 18 years old.,,"Must have been a resident of Ironworkers Local Union #60 jurisdiction for at least six months before recruitment. The jurisdiction includes Broome, Cayuga, Chenango, Cortland, Jefferson, Madison, Onondaga, Oswego, Seneca, Schuyler, Tioga, Tompkins, and Wayne counties.",Must have reliable transportation to and from work and required classes. Must possess a valid New York State driver’s license to operate company vehicles.,Must take and pass a drug test at the sponsor’s expense after selection and before enrollment.,Must attend required classes at the approved school.,"[""Must be at least 18 years old. Proof will be required after selection and prior to enrollment in apprenticeship."", ""Must take a basic math and detail accuracy assessment test during the interview process."", ""Must be in good physical condition and pass an agility test, including climbing ladders and working at heights."", ""Must take and pass a drug test, at the sponsor’s expense, after selection and prior to enrollment in apprenticeship."", ""Must provide military transfer card or discharge form DD-214, if applicable, after selection and prior to enrollment in apprenticeship."", ""Must provide a copy of birth certificate at the time of appointment."", ""Must have reliable transportation to and from work and required classes at the approved school."", ""Must possess a valid NYS driver’s license in order to operate company vehicles. Proof will be required after selection and prior to enrollment in apprenticeship."", ""Must be a resident of Ironworkers Local Union #60 jurisdiction for at least six months prior to recruitment. The jurisdiction includes the counties of Broome, Cayuga, Chenango, Cortland, Jefferson, Madison, Onondaga, Oswego, Seneca, Schuyler, Tioga, Tompkins, and Wayne."", ""Application must be completed in its entirety and submitted with two letters of recommendation from previous employers. Recent graduates may submit letters from teachers, school officials, etc.""]","Applicants must be at least 18, live in the union’s jurisdiction for at least six months, pass a math/detail test and agility test, have reliable transportation and a valid NYS driver’s license, and pass a drug test after selection. Two letters of recommendation are required.",JATC for Ironworkers Local Union #60,(315) 422-8200,,https://www.ironworkers60.org,Contact JATC for Ironworkers Local Union #60 for further information.
ironworkers-jatc-lu-417-newburgh-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-jatc-lu-417-newburgh,Ironworkers JATC LU #417 (Newburgh),Ironworker (Outside) Apprentice,47-2221.00,10,"Joint Apprenticeship Committee for Ironworkers, Local Union #417",Ironworkers Local Union #417,"Wallkill, NY; Local Union #417 jurisdiction in Dutchess, Orange, Putman, Rockland, Sullivan, and Ulster counties","[""Hudson Valley""]",2025-10-14,2026-10-13,2025-10-14,2026-05-31,"[""in_person_application""]","Apply in person at Local Union #417 in Wallkill during the recruitment period. Applications are available Monday through Friday, 9:00 a.m. to 12:00 p.m. and 1:00 p.m. to 3:30 p.m., excluding legal holidays, and must be received by May 31, 2026.",,,,"Local Union #417, 583 Route 32, Wallkill, NY 12589",,"Monday through Friday, 9:00 a.m. to 12:00 p.m. and 1:00 p.m. to 3:30 p.m., excluding legal holidays",,,,,Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as TASC or GED.,"Must reside within the Local Union #417 jurisdiction and be a resident of Dutchess, Orange, Putman, Rockland, Sullivan, or Ulster County.","Must have reliable transportation to job sites and required classes within the Local Union #417 jurisdiction, and must have a valid driver's license. Apprentices may be required to operate company vehicles.","Must pass a drug screening at an approved facility, at the union's expense if required, after selection and prior to enrollment.",Must be able to attend required classes at the approved school within the Local Union #417 jurisdiction.,"[""Must be at least 18 years old. Proof will be required after selection and prior to enrollment in apprenticeship."", ""Must have a high school diploma or a high school equivalency diploma such as TASC or GED. Proof will be required."", ""Must be physically able to perform the work of an Ironworker as determined by a physical agility test conducted by Local Union #417, including climbing a 40-foot ladder and not being afraid of heights, climbing a column, walking on a beam, pulling a 40-pound bucket, carrying and moving 80 pounds of reinforcing rods from one location to another, and demonstrating applicable trade-related skills such as welding, burning, and tying reinforcing bars."", ""Must pass a drug screening at an approved facility, at the union's expense, if required, after selection and prior to enrollment in apprenticeship."", ""Must have reliable means of transportation to and from various job sites and required classes at the approved school within the jurisdiction of Local Union #417, including Dutchess, Orange, Putman, Rockland, Sullivan, and Ulster counties."", ""Must reside within the jurisdiction of Local Union #417 and be a resident of one of these counties: Dutchess, Orange, Putman, Rockland, Sullivan, or Ulster."", ""Must have a valid driver's license; apprentices may be required to operate company vehicles."", ""Must have the ability to purchase tools as needed; tools will cost approximately $500."", ""Must be able to read a ruler."", ""Must have hand-eye coordination."", ""Must be able to calculate basic applications.""]","Applicants must be at least 18, have a high school diploma or equivalent, live in the Local 417 jurisdiction, and have reliable transportation plus a valid driver's license. A physical agility test, drug screening, and proof of tool-purchase ability are also required.",Ironworkers Local Union #417,(845) 566-8417,,,Contact Ironworkers Local Union #417 for further information at (845) 566-8417.
ironworkers-lu-33-jac-0-ironworker-outside-apprentice,https://dol.ny.gov/news/ironworkers-lu-33-jac-0,Ironworkers LU #33 JAC,Ironworker (Outside) Apprentice,47-2221.00,10,"Joint Apprenticeship and Training Committee for Ironworkers, Local Union #33",Ironworkers Local Union #33,"Finger Lakes, Southern Tier, and Western regions of New York","[""Finger Lakes"", ""Southern Tier"", ""Western New York""]",2026-03-01,2027-02-28,2026-03-01,2027-02-28,"[""online_application"", ""in_person_application""]","Apply online at ironworkers33.org or in person at 650 Trabold Road in Rochester during the recruitment period. All applications must be received by February 28, 2027.",https://www.ironworkers33.org,,(585) 288-2630,"650 Trabold Road, Rochester, NY 14624",,"Online Monday through Sunday during the recruitment period; in person Monday through Friday, 9:00 am to 3:00 pm, except legal holidays.",,,,"No application fee is stated. If accepted, applicants must join the union within 60 days and remit a $100 apprenticeship initiation fee plus the first month's dues (currently $33 per month for apprentices).",Must be at least 18 years old.,Must have a high school diploma or a high school equivalency diploma such as GED or TASC. Proof is required after selection and before enrollment.,"Open to applicants in the union's jurisdiction, which includes Allegheny, Chemung, Genesee, Livingston, Monroe, Ontario, Orleans, Schuyler, Steuben, Wayne, Wyoming, and Yates counties.","Must have a valid New York State driver's license, reliable transportation to job sites and required classes, and be able to drive company vehicles on public streets.",Must pass a drug test at the sponsor's expense after selection and before enrollment.,Must attend required classes at the approved school and arrive on time.,"[""Must be at least 18 years old."", ""Must have a high school diploma or a high school equivalency diploma such as TASC or GED; proof is required after selection and before enrollment in the apprenticeship program."", ""Must sign an affidavit stating they are physically able to do the work of an Ironworker (outside), including working at heights, on or off ladders, walking, climbing, bending, reaching, lifting, carrying, full days of strenuous physical labor, work on building erection jobs, bridges, open wall reinforcing jobs, ornamental work, sheeting jobs, rigging jobs, and welding structural jobs."", ""Must be able to constantly bend and reach while connecting, bolting up, rigging, placing, and tying reinforcing bars; placing metal sheeting and decking; putting up metal window sashes or stair railings; and setting up welding equipment. There is no light work in the Ironworker trade."", ""Must be able to lift and carry heavy steel no matter what phase of the trade they are working in."", ""Must pass a drug test at the sponsor's expense after selection and before enrollment in the apprenticeship program."", ""Must have a valid New York State driver's license."", ""Apprentices will be required to drive company vehicles on public streets."", ""Must provide a copy of their NYS driver's license and Social Security card if accepted into the apprenticeship program."", ""Must have reliable transportation to and from various job sites and required classes at the approved school."", ""Must arrive to the job and to school on time."", ""The union's jurisdiction includes Allegheny, Chemung, Genesee, Livingston, Monroe, Ontario, Orleans, Schuyler, Steuben, Wayne, Wyoming, and Yates counties."", ""Must be willing to work overtime when required."", ""Must join the union and remit within 60 days the $100 Apprenticeship Initiation Fee plus the first month's dues, currently $33 per month for apprentices.""]","Applicants must be at least 18, have a high school diploma or equivalent, pass a sponsor-paid drug test, have a valid NYS driver's license, reliable transportation, and be able to handle strenuous ironwork duties and required classes.",Ironworkers Local Union #33,(585) 288-2630,,https://www.ironworkers33.org,Contact Ironworkers Local Union #33 for further information.
