AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
10,000001,"Capital Region", 21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)","Counsel and advise individuals, families, or groups to prevent or treat substance abuse problems, behavioral disorders, or a broad range of mental health issues in order to promote optimum mental and emotional health.",1260,64549.87,58034.49,44219.98,74714.82
10,000001,"Capital Region", 21-1021," Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children.  May assist parents, arrange adoptions, and find foster homes for abandoned or abused children.  In schools, they address such problems as teenage pregnancy, misbehavior, and truancy.  May also advise teachers.",2230,71125.86,67037.7,52641.81,80367.38
10,000001,"Capital Region", 21-1022," Healthcare Social Workers","Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses.  Services include advising family care givers, providing patient education and counseling, and making referrals for other services.  May also provide care and case management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",1250,66848.7,63770.25,47934.25,76305.92
10,000001,"Capital Region", 21-1023," Mental Health and Substance Abuse Social Workers","Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs.  Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",700,76063.5,73377.44,51496.51,88346.49
10,000001,"Capital Region", 21-1029,"Social Workers, All Other","All social workers not listed separately.",310,80631.36,80628.28,60738.02,90577.52
10,000001,"Capital Region", 21-1091," Health Educators","Provide and manage health education programs that help individuals, families, and their communities maximize and maintain healthy lifestyles.  Collect and analyze data to identify community needs prior to planning, implementing, monitoring, and evaluating programs designed to encourage healthy lifestyles, policies, and environments.  May serve as resource to assist individuals, other health professionals, or the community, and may administer fiscal resources for health education programs.  Excludes Community Health Workers (21-1094).",330,68962.63,64135.92,39752.79,83568.06
10,000001,"Capital Region", 21-1092,"Probation Officers and Correctional Treatment Specialists","Provide social services to assist in rehabilitation of law offenders in custody or on probation or parole.  Make recommendations for actions involving formulation of rehabilitation plan and treatment of offender, including conditional release and education and employment stipulations.",390,82047.84,81162.41,64707.03,90718.24
10,000001,"Capital Region", 21-1093," Social and Human Service Assistants","Assist in providing client services in a wide variety of fields, such as psychology, rehabilitation, or social work, including support for families.  May assist clients in identifying and obtaining available benefits and social and community services.  May assist social workers with developing, organizing, and conducting programs to prevent and resolve problems relevant to substance abuse, human relationships, rehabilitation, or dependent care.  Excludes Rehabilitation Counselors (21-1015), Psychiatric Technicians (29-2053), Personal Care Aides (39-9021), and Eligibility Interviewers, Government Programs (43-4061).",2570,48301.98,46418.14,36050.84,54427.04
10,000001,"Capital Region", 21-1094," Community Health Workers","Assist individuals and communities to adopt healthy behaviors.  Conduct outreach for medical personnel or health organizations to implement programs in the community that promote, maintain, and improve individual and community health.  May provide information on available resources, provide social support and informal counseling, advocate for individuals and community health needs, and provide services such as first aid and blood pressure screening.  May collect data to help identify community health needs.  Excludes Health Educators (21-1091).",380,64626.91,59699.54,41682.85,76099.46
10,000001,"Capital Region", 21-1099,"Community and Social Service Specialists, All Other","All community and social service specialists not listed separately.",630,72723.12,69264.62,55992.46,81088.46
10,000001,"Capital Region", 21-2011," Clergy","Conduct religious worship and perform other spiritual functions associated with beliefs and practices of religious faith or denomination.  Provide spiritual and moral guidance and assistance to members.",570,65616.08,50062.57,37776.5,79535.36
10,000001,"Capital Region", 21-2021," Directors, Religious Activities and Education","Plan, direct, or coordinate programs designed to promote the religious education or activities of a denominational group.  May provide counseling and guidance relative to marital, health, financial, and religious problems.",320,61627.55,47229.61,36781.16,74050.24
10,000001,"Capital Region", 21-2099," Religious Workers, All Other","All religious workers not listed separately.","n/a",41852.34,36918.81,32515.3,46521.89
10,000001,"Capital Region", 23-0000,"Legal Occupations","",5840,119696.97,102996.09,60314.82,149388.55
10,000001,"Capital Region", 23-1011," Lawyers","Represent clients in criminal and civil litigation and other legal proceedings, draw up legal documents, or manage or advise clients on legal transactions.  May specialize in a single area or may practice broadly in many areas of law.",3590,142934.8,126756.76,83458.15,172672.61
10,000001,"Capital Region", 23-1012," Judicial Law Clerks","Assist judges in court or by conducting research or preparing legal documents.  Excludes Lawyers (23-1011) and Paralegals and Legal Assistants (23-2011).",100,117012.95,131248.6,57992.37,146523.76
10,000001,"Capital Region", 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to recommend or make decisions on claims concerning government programs or other government-related matters.  Determine liability, sanctions, or penalties, or recommend the acceptance or rejection of claims or settlements.  Excludes Arbitrators, Mediators, and Conciliators (23-1022).",220,105495.21,103789.07,67563.61,124461.02
10,000001,"Capital Region", 23-1022," Arbitrators, Mediators, and Conciliators","Facilitate negotiation and conflict resolution through dialogue.  Resolve conflicts outside of the court system by mutual consent of parties involved.","n/a",116847.58,127971.91,88465.64,131038.03
10,000001,"Capital Region", 23-1023," Judges, Magistrate Judges, and Magistrates","Arbitrate, advise, adjudicate, or administer justice in a court of law.  May sentence defendant in criminal cases according to government statutes or sentencing guidelines.  May determine liability of defendant in civil cases.  May perform wedding ceremonies.",240,157762.1,173109.16,88776.88,192254.72
10,000001,"Capital Region", 23-2011," Paralegals and Legal Assistants","Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent.  Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.  Excludes Legal Secretaries (43-6012).",1280,63507.29,60733.91,47980.48,71270.69
10,000001,"Capital Region", 23-2093," Title Examiners, Abstractors, and Searchers","Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes.  May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies.",100,72445.79,63096.42,47005.69,85165.32
10,000001,"Capital Region", 23-2099," Legal Support Workers, All Other","All legal support workers not listed separately.",270,72860.77,59638.94,43843.01,87369.64
10,000001,"Capital Region", 25-0000,"Education, Training, and Library Occupations","",38590,71451.48,62065.13,37194.09,88579.66
10,000001,"Capital Region", 25-1011," Business Teachers, Postsecondary","Teach courses in business administration and management, such as accounting, finance, human resources, labor and industrial relations, marketing, and operations research.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",480,88573.5,83405.77,48392.38,108664.06
10,000001,"Capital Region", 25-1021," Computer Science Teachers, Postsecondary","Teach courses in computer science.  May specialize in a field of computer science, such as the design and function of computers or operations and research analysis.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",270,122311.13,105797.2,67197.94,149867.22
10,000001,"Capital Region", 25-1022," Mathematical Science Teachers, Postsecondary","Teach courses pertaining to mathematical concepts, statistics, and actuarial science and to the application of original and standardized mathematical techniques in solving specific problems and situations.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",210,106038.59,84375.42,57863.98,130125.9
10,000001,"Capital Region", 25-1042," Biological Science Teachers, Postsecondary","Teach courses in biological sciences.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",350,113806.11,100165.19,63051.22,139183.55
10,000001,"Capital Region", 25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","Teach courses in the physical sciences, except chemistry and physics.  Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.",150,78223.66,65636.63,44022.76,95324.11
10,000001,"Capital Region", 25-1052," Chemistry Teachers, Postsecondary","Teach courses pertaining to the chemical and physical properties and compositional changes of substances.  Work may include instruction in the methods of qualitative and quantitative chemical analysis.  Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.  Excludes Biological Science Teachers, Postsecondary (25-1042) who teach biochemistry.",140,118041.16,98091.32,70182.91,141969.25
10,000001,"Capital Region", 25-1053," Environmental Science Teachers, Postsecondary","Teach courses in environmental science.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",50,119379.57,103435.72,77261.19,140438.76
10,000001,"Capital Region", 25-1054," Physics Teachers, Postsecondary","Teach courses pertaining to the laws of matter and energy.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",110,126771.14,102356.16,70905.02,154704.2
10,000001,"Capital Region", 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary","Teach courses pertaining to the culture and development of an area, an ethnic group, or any other group, such as Latin American studies, women's studies, or urban affairs.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",50,91272.92,81214.8,63791.82,105012.44
10,000001,"Capital Region", 25-1063," Economics Teachers, Postsecondary","Teach courses in economics.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",100,135712.72,128031.48,89040.86,159048.13
10,000001,"Capital Region", 25-1065," Political Science Teachers, Postsecondary","Teach courses in political science, international affairs, and international relations.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",90,104662.17,102871.8,72710.8,120638.89
10,000001,"Capital Region", 25-1066," Psychology Teachers, Postsecondary","Teach courses in psychology, such as child, clinical, and developmental psychology, and psychological counseling.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",190,99564.29,83803.28,68429.52,115131.16
10,000001,"Capital Region", 25-1067," Sociology Teachers, Postsecondary","Teach courses in sociology.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",60,101217.02,99338.31,68823.96,117412.53
10,000001,"Capital Region", 25-1069,"Social Sciences Teachers, Postsecondary, All Other","All postsecondary social sciences teachers not listed separately.",200,68778.76,64528.3,42162.55,82087.9
10,000001,"Capital Region", 25-1072," Nursing Instructors and Teachers, Postsecondary","Demonstrate and teach patient care in classroom and clinical units to nursing students.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",370,77537.5,68188.14,43769.05,94421.22
10,000001,"Capital Region", 25-1081," Education Teachers, Postsecondary","Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",280,82932.24,79396.69,52570.93,98111.86
10,000001,"Capital Region", 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary","Teach courses in criminal justice, corrections, and law enforcement administration.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",60,92191.21,81657.51,64088.67,106241.97
10,000001,"Capital Region", 25-1112," Law Teachers, Postsecondary","Teach courses in law.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",50,112667.99,129158.3,47897.28,145052.84
10,000001,"Capital Region", 25-1113," Social Work Teachers, Postsecondary","Teach courses in social work.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",100,95177.22,81414.07,70914.26,107309.21
10,000001,"Capital Region", 25-1121," Art, Drama, and Music Teachers, Postsecondary","Teach courses in drama, music, and the arts including fine and applied art, such as painting and sculpture, or design and crafts.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",550,113616.08,84064.19,56669.37,142090.46
10,000001,"Capital Region", 25-1122," Communications Teachers, Postsecondary","Teach courses in communications, such as organizational communications, public relations, radio/television broadcasting, and journalism.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",60,102740.32,81970.8,67631.41,120294.78
10,000001,"Capital Region", 25-1123,"English Language and Literature Teachers, Postsecondary","Teach courses in English language and literature, including linguistics and comparative literature.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",250,89265.81,79115.25,55749.02,106024.21
10,000001,"Capital Region", 25-1125," History Teachers, Postsecondary","Teach courses in human history and historiography.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",90,92948.24,84929.07,63418.95,107712.89
10,000001,"Capital Region", 25-1126," Philosophy and Religion Teachers, Postsecondary","Teach courses in philosophy, religion, and theology.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",90,105973.88,96432.43,69309.81,124305.91
10,000001,"Capital Region", 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management.  Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.","n/a",72375.94,81149.06,50691.2,83218.82
10,000001,"Capital Region", 25-1194," Vocational Education Teachers, Postsecondary","Teach or instruct vocational or occupational subjects at the postsecondary level (but at less than the baccalaureate) to students who have graduated or left high school.  Includes correspondence school instructors; industrial, commercial, and government training instructors; and adult education teachers and instructors who prepare persons to operate industrial machinery and equipment and transportation and communications equipment.  Teaching may take place in public or private schools whose primary business is education or in a school associated with an organization whose primary business is other than education.",220,68351.46,61673.78,48687.18,78183.6
10,000001,"Capital Region", 25-1199,"Postsecondary Teachers, All Other","All postsecondary teachers not listed separately.",260,89018.26,65716.75,48418.05,109318.37
10,000001,"Capital Region", 25-2011," Preschool Teachers, Except Special Education","Instruct preschool-aged children in activities designed to promote social, physical, and intellectual growth needed for primary school in preschool, day care center, or other child development facility.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  May be required to hold State certification.  Excludes Childcare Workers (39-9011) and Special Education Teachers (25-2050).",1060,44076.18,38185.32,33950.26,49140.16
10,000001,"Capital Region", 25-2012," Kindergarten Teachers, Except Special Education","Teach elemental natural and social science, personal hygiene, music, art, and literature to kindergarten students.  Promote physical, mental, and social development.  May be required to hold State certification.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Special Education Teachers (25-2050).",340,72109.9,63959.25,48120.17,84104.25
10,000001,"Capital Region", 25-2021,"Elementary School Teachers, Except Special Education","Teach students basic academic, social, and other formative skills in public or private schools at the elementary level.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Special Education Teachers (25-2050).",4990,78077.8,79308.36,54057.26,90088.58
10,000001,"Capital Region", 25-2022,"Middle School Teachers, Except Special and Career/Technical Education","Teach students in one or more subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Career/Technical Education Teachers, Middle School  (25-2023) and Special Education Teachers (25-2050).",2060,80037.65,79698.68,57645.19,91233.89
10,000001,"Capital Region", 25-2023,"Career/Technical  Education Teachers, Middle School","Teach occupational, career and technical, or vocational subjects in public or private schools at the middle, intermediate, or junior high level, which falls between elementary and senior high school as defined by applicable laws and regulations.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Special Education Teachers (25-2050).",120,81463.37,80252.33,60042.62,92173.75
10,000001,"Capital Region", 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","Teach students in one or more subjects, such as English, mathematics, or social studies at the secondary level in public or private schools.  May be designated according to subject matter specialty.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Career/Technical Education Teachers, Secondary School (25-2032) and Special Education Teachers (25-2050).",3890,81329.84,80533.78,55766.48,94112.04
10,000001,"Capital Region", 25-2032,"Career/Technical Education Teachers, Secondary School","Teach occupational, career and technical, or vocational subjects at the secondary school level in public or private schools.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).  Excludes Special Education Teachers, Secondary School (25-2054).",720,79443.94,78972.47,56414.63,90958.6
10,000001,"Capital Region", 25-2051," Special Education Teachers, Preschool","Teach preschool school subjects to educationally and physically handicapped students.  Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).",220,64737.85,61769.31,47958.91,73127.83
10,000001,"Capital Region", 25-2052,"Special Education Teachers, Kindergarten and Elementary School","Teach elementary school subjects to educationally and physically handicapped students.  Includes teachers who specialize and work with audibly and visually handicapped students and those who teach basic academic and life processes skills to the mentally impaired.  Substitute teachers are included in Teachers and Instructors, All Other (25-3099).",970,76858.54,69888.11,56175.3,87200.16
10,000001,"Capital Region", 25-2057,"Special Education Teachers, Middle School","Teach academic, social, and life skills to middle school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities. Excludes Substitute Teachers, Short-Term (25-3031).",400,80605.68,77451.22,60981.46,90417.28
10,000001,"Capital Region", 25-2058,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities. Excludes Substitute Teachers, Short-Term (25-3031).",860,80213.3,78984.8,58807.95,90915.46
10,000001,"Capital Region", 25-2059," Special Education Teachers, All Other","All special education teachers not listed separately.",90,85295.77,65514.39,46610.22,104638.55
10,000001,"Capital Region", 25-3011,"Adult Basic and Secondary Education and Literacy Teachers and Instructors","Teach or instruct out-of-school youths and adults in remedial education classes, preparatory classes for the General Educational Development test, literacy, or English as a Second Language.  Teaching may or may not take place in a traditional educational institution.",150,80173.24,77164.64,52881.14,93819.29
10,000001,"Capital Region", 25-3021," Self-Enrichment Education Teachers","Teach or instruct courses other than those that normally lead to an occupational objective or degree. Courses may include self-improvement, nonvocational, and nonacademic subjects.  Teaching may or may not take place in a traditional educational institution. Excludes Fitness Trainers and Aerobics Instructors (39-9031).  Flight instructors are included with Aircraft Pilots and Flight Engineers (53-2010).",1380,61902.84,50829.87,36179.24,74765.15
10,000001,"Capital Region", 25-3031,"Substitute Teachers, Short-Term","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan. Excludes long-term substitute teachers who perform all the duties of a regular teacher; these teachers are coded within the 25-1000 or 25-2000 minor groups.",2830,48034.92,39595.63,33978,55063.89
10,000001,"Capital Region", 25-3041,"Tutors","Instruct individual students or small groups of students in academic subjects to support formal class instruction or to prepare students for standardized or admissions tests. Excludes Postsecondary Teachers (25-1000), Elementary, Middle, Secondary, and Special Education Teachers (25-2000), Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors (25-3011), and Self-Enrichment Teachers (25-3021).",420,47633.29,39092.31,32593.36,55153.26
10,000001,"Capital Region", 25-3099," Teachers and Instructors, All Other","All teachers and instructors not listed separately.",110,75397.89,73188.43,55516.88,85338.91
10,000001,"Capital Region", 25-4011," Archivists","Appraise, edit, and direct safekeeping of permanent records and historically valuable documents.  Participate in research activities based on archival materials.","n/a",65144.61,63391.22,43159.93,76137.46
10,000001,"Capital Region", 25-4012," Curators","Administer collections, such as artwork, collectibles, historic items, or scientific specimens of museums or other institutions.  May conduct instructional, research, or public service activities of institution.",100,76682.89,75943.32,47522.36,91263.67
10,000001,"Capital Region", 25-4013," Museum Technicians and Conservators","Restore, maintain, or prepare objects in museum collections for storage, research, or exhibit.  May work with specimens such as fossils, skeletal parts, or botanicals; or artifacts, textiles, or art.  May identify and record objects or install and arrange them in exhibits.  Includes book or document conservators.",80,69090,66439.88,54835.86,76217.58
10,000001,"Capital Region", 25-4022,"Librarians and Media Collections Specialists","Administer and maintain libraries or collections of information, for public or private access through reference or borrowing. Work in a variety of settings, such as educational institutions, museums, and corporations, and with various types of informational materials, such as books, periodicals, recordings, films, and databases. Tasks may include acquiring, cataloging, and circulating library materials, and user services such as locating and organizing information, providing instruction on how to access information, and setting up and operating a library's media equipment.",740,71726.76,65716.75,53561.13,80809.06
10,000001,"Capital Region", 25-4031," Library Technicians","Assist librarians by helping readers in the use of library catalogs, databases, and indexes to locate books and other materials; and by answering questions that require only brief consultation of standard reference.  Compile records; sort and shelve books or other media; remove or repair damaged books or other media; register patrons; and check materials in and out of the circulation process.  Replace materials in shelving area (stacks) or files.  Includes bookmobile drivers who assist with providing services in mobile libraries.",250,42910.33,37519.7,32613.91,48059.57
10,000001,"Capital Region", 25-9031," Instructional Coordinators","Develop instructional material, coordinate educational content, and incorporate current technology in specialized fields that provide guidelines to educators and instructors for developing curricula and conducting courses.  Includes educational consultants and specialists, and instructional material directors.",1320,83127.4,79393.61,56051.01,96665.6
10,000001,"Capital Region", 25-9044,"Teaching Assistants, Postsecondary","Assist faculty or other instructional staff in postsecondary institutions by performing instructional support activities, such as developing teaching materials, leading discussion groups, preparing and giving examinations, and grading examinations or papers. Graduate students who teach one or more full courses should be classified in the 25-1000 minor group.",740,48277.33,45335.5,37491.97,53670.01
10,000001,"Capital Region", 25-9045,"Teaching Assistants, Except Postsecondary","This occupation includes the 2018 SOC occupations 25-9042 Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education; 25-9043 Teaching Assistants, Special Education; and 25-9049 Teaching Assistants, All Other; and the 2010 SOC occupation 25-9041 Teacher Assistants.",8240,38476.01,36974.27,32240,41670.53
10,000001,"Capital Region", 27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations","",7220,73620.88,61398.49,39568.92,90646.34
10,000001,"Capital Region", 27-1011," Art Directors","Formulate design concepts and presentation approaches for visual communications media, such as print, broadcasting, and advertising.  Direct workers engaged in art work or layout design.",100,123155.47,109179.7,74068.73,147698.85
10,000001,"Capital Region", 27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators","Create original artwork using any of a wide variety of media and techniques.",70,79183.04,78196.95,51595.11,92977
10,000001,"Capital Region", 27-1014," Multimedia Artists and Animators","Create special effects, animation, or other visual images using film, video, computers, or other electronic tools and media for use in products or creations, such as computer games, movies, music videos, and commercials.","n/a",80845.01,66494.32,49692.78,96420.1
10,000001,"Capital Region", 27-1021," Commercial and Industrial Designers","Develop and design manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.",110,83554.71,74348.12,55828.11,97418.52
10,000001,"Capital Region", 27-1022," Fashion Designers","Design clothing and accessories.  Create original designs or adapt fashion trends.",50,94391.43,82939.43,57137.76,113017.23
10,000001,"Capital Region", 27-1023," Floral Designers","Design, cut, and arrange live, dried, or artificial flowers and foliage.",130,42208.77,38553.04,36460.68,45081.78
10,000001,"Capital Region", 27-1024," Graphic Designers","Design or create graphics to meet specific commercial or promotional needs, such as packaging, displays, or logos.  May use a variety of mediums to achieve artistic or decorative effects.",620,67697.15,61089.31,44682.21,79204.61
10,000001,"Capital Region", 27-1025," Interior Designers","Plan, design, and furnish interiors of residential, commercial, or industrial buildings.  Formulate design which is practical, aesthetic, and conducive to intended purposes, such as raising productivity, selling merchandise, or improving life style.  May specialize in a particular field, style, or phase of interior design.  Excludes Merchandise Displayers and Window Trimmers (27-1026).",170,64324.92,62638.3,41410.65,75782.06
10,000001,"Capital Region", 27-1026," Merchandise Displayers and Window Trimmers","Plan and erect commercial displays, such as those in windows and interiors of retail stores and at trade exhibitions.",660,44375.09,39098.48,36037.49,48544.4
10,000001,"Capital Region", 27-1027," Set and Exhibit Designers","Design special exhibits and movie, television, and theater sets.  May study scripts, confer with directors, and conduct research to determine appropriate architectural styles.","n/a",83155.14,68916.4,55470.65,96997.38
10,000001,"Capital Region", 27-1029," Designers, All Other","All designers not listed separately.","n/a",73923.89,66239.58,55169.69,83301
10,000001,"Capital Region", 27-2012," Producers and Directors","Produce or direct stage, television, radio, video, or motion picture productions for entertainment, information, or instruction.  Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.",470,99504.72,81027.85,49230.55,124642.83
10,000001,"Capital Region", 27-2022," Coaches and Scouts","Instruct or coach groups or individuals in the fundamentals of sports.  Demonstrate techniques and methods of participation.  May evaluate athletes' strengths and weaknesses as possible recruits or to improve the athletes' technique to prepare them for competition.  Those required to hold teaching degrees should be reported in the appropriate teaching category.  Excludes Athletic Trainers (29-9091).",910,56642.66,46437.66,34103.31,67911.83
10,000001,"Capital Region", 27-2023," Umpires, Referees, and Other Sports Officials","Officiate at competitive athletic or sporting events.  Detect infractions of rules and decide penalties according to established regulations.  Includes all sporting officials, referees, and competition judges.","n/a",58447.41,38112.39,33769.48,70785.87
10,000001,"Capital Region", 27-2041," Music Directors and Composers","Conduct, direct, plan, and lead instrumental or vocal performances by musical groups, such as orchestras, bands, choirs, and glee clubs.  Includes arrangers, composers, choral directors, and orchestrators.",110,98567.93,61400.55,41682.85,127010.47
10,000001,"Capital Region", 27-3011," Radio and Television Announcers","Speak or read from scripted materials, such as news reports or commercial messages, on radio or television.  May announce artist or title of performance, identify station, or interview guests.  Excludes Broadcast News Analysts (27-3021).",80,65225.76,43251.35,35398.58,80139.34
10,000001,"Capital Region", 27-3023,"News Analysts, Reporters, and Journalist","Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",120,113544.18,64583.77,41263.77,149684.38
10,000001,"Capital Region", 27-3031," Public Relations Specialists","Engage in promoting or creating an intended public image for individuals, groups, or organizations.  May write or select material for release to various communications media.",1520,77381.37,65339.77,45918.93,93111.57
10,000001,"Capital Region", 27-3041," Editors","Plan, coordinate, or edit content of material for publication.  May review proposals and drafts for possible publication.  Includes technical editors.",310,84485.33,76020.36,53154.37,100149.78
10,000001,"Capital Region", 27-3042," Technical Writers","Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions.  May assist in layout work.",130,99681.39,89794.81,65026.48,117008.84
10,000001,"Capital Region", 27-3043," Writers and Authors","Originate and prepare written material, such as scripts, stories, advertisements, and other material.  Excludes Public Relations Specialists (27-3031) and Technical Writers (27-3042).",170,75466.71,63229.95,37703.57,94348.29
10,000001,"Capital Region", 27-3091," Interpreters and Translators","Interpret oral or sign language, or translate written text from one language into another.",150,76523.68,68009.41,58510.07,85529.97
10,000001,"Capital Region", 27-3092,"Court Reporters and Simultaneous Captioners","Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers.","n/a",96382.1,95733.95,69751.5,109697.4
10,000001,"Capital Region", 27-3099," Media and Communication Workers, All Other","All media and communication workers not listed separately.",60,66088.59,65433.25,48497.15,74884.3
10,000001,"Capital Region", 27-4011," Audio and Video Equipment Technicians","Set up, or set up and operate audio and video equipment including microphones, sound speakers, video screens, projectors, video monitors, recording equipment, connecting wires and cables, sound and mixing boards, and related electronic equipment for concerts, sports events, meetings and conventions, presentations, and news conferences.  May also set up and operate associated spotlights and other custom lighting systems.  Excludes Sound Engineering Technicians (27-4014).",230,60040.57,51179.11,39620.28,70250.71
10,000001,"Capital Region", 27-4012," Broadcast Technicians","Set up, operate, and maintain the electronic equipment used to transmit radio and television programs.  Control audio equipment to regulate volume level and quality of sound during radio and television broadcasts.  Operate transmitter to broadcast radio or television programs.",50,61337.89,63297.74,36948.59,73533.57
10,000001,"Capital Region", 27-4014," Sound Engineering Technicians","Operate machines and equipment to record, synchronize, mix, or reproduce music, voices, or sound effects in sporting arenas, theater productions, recording studios, or movie and video productions.",60,77501.55,63525.78,38500.66,97001.49
10,000001,"Capital Region", 27-4021," Photographers","Photograph people, landscapes, merchandise, or other  subjects, using digital or film cameras and equipment.  May develop negatives or use computer software to produce finished images and prints.  Includes scientific photographers, aerial photographers, and photojournalists.",170,53305.36,42884.65,35021.61,62447.24
10,000001,"Capital Region", 27-4031,"Camera Operators, Television, Video, and Motion Picture","Operate television, video, or motion picture camera to record images or scenes for various purposes, such as TV broadcasts, advertising, video production, or motion pictures.",70,75809.79,64249.94,47408.34,90010.52
10,000001,"Capital Region", 27-4032," Film and Video Editors","Edit moving images on film, video, or other media.  May edit or synchronize soundtracks with images.  Excludes Sound Engineering Technicians(27-4014).",60,75972.09,65038.81,36832.52,95541.87
10,000001,"Capital Region", 29-0000,"Healthcare Practitioners and Technical Occupations","",33560,104082.85,85357.4,54799.91,128723.8
10,000001,"Capital Region", 29-1011," Chiropractors","Assess, treat, and care for patients by manipulation of spine and musculoskeletal system.  May provide spinal adjustment or address sacral or pelvic misalignment.",70,77753.21,68109.04,41139.48,96060.59
